, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Bwd URG Flags,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Init_Win_bytes_backward,Active Mean, Active Std, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
113883,8080,108858,39,81,201913,602,20440,0,5177.25641,4950.125409,128,0,7.432098765,13.58025982,1860359.367,1102.353525,914.7731092,7949.129983,86845,0,108858,2864.684211,15347.68066,94957,4,107356,1341.95,9689.808151,86845,0,0,0,0,358.2648956,744.0886292,0,20440,1673.677686,3694.107859,13600000.0,0,0,0,1,0,0,0,2,1687.625,5177.25641,7.432098765,792,0,0,0,0,0,0,39,201913,81,1255,0.0,0.0,0,0.0,0.0,0,0
113884,8080,212037,5,4,214,145,196,0,42.8,85.68080298,129,0,36.25,61.96975069,1693.100732,42.44542226,26504.625,74217.87138,210184,29,212037,53009.25,105348.7249,211032,29,211034,70344.66667,121104.5786,210184,226,0,0,0,23.58079015,18.86463212,0,196,35.9,68.6479748,4712.544444,0,0,0,1,0,0,0,0,39.88888889,42.8,36.25,112,0,0,0,0,0,0,5,214,4,237,0.0,0.0,0,0.0,0.0,0,0
113885,8080,120904,33,68,146714,524,18980,0,4445.878788,3872.396446,128,0,7.705882353,14.82339702,1217809.171,835.3735195,1209.04,9995.237565,99973,0,120904,3778.25,19749.72262,111999,3,119604,1785.134328,12201.11908,99973,0,0,0,0,272.9438232,562.4296963,0,18980,1443.509804,3017.451648,9105014.45,0,0,0,1,0,0,0,2,1457.80198,4445.878788,7.705882353,672,0,0,0,0,0,0,33,146714,68,1278,0.0,0.0,0,0.0,0.0,0,0
113886,8080,69322,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4919.07331,100.9780445,11553.66667,27372.67937,67425,20,69322,23107.33333,39476.85703,68690,20,68034,34017.0,47246.04669,67425,609,0,0,0,57.70173971,43.27630478,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
113887,53877,45,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,266666.6667,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,22222.22222,22222.22222,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
113888,53878,65,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,184615.3846,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15384.61538,15384.61538,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
113889,4273,3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
113890,52940,65,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,184615.3846,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15384.61538,15384.61538,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
113891,8080,61903,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5557.08124,113.0801415,10317.16667,24369.96953,60059,18,61903,20634.33333,35160.04423,61232,18,60620,30310.0,42071.43927,60059,561,0,0,0,64.61722372,48.46291779,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,237,0.0,0.0,0,0.0,0.0,0,0
113900,2976,49,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20408.16327,20408.16327,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,16393,0.0,0.0,0,0.0,0.0,0,0
113910,8080,79886,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,4306.136244,87.62486543,13314.33333,31605.34098,77825,35,79886,26628.66667,45289.43463,78922,48,78408,39204.0,54618.34199,77825,583,0,0,0,50.07135168,37.55351376,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,237,0.0,0.0,0,0.0,0.0,0,0
113914,2977,52,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,230769.2308,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19230.76923,19230.76923,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,16393,0.0,0.0,0,0.0,0.0,0,0
113989,8080,408907,5,4,213,145,195,0,42.6,85.23379611,129,0,36.25,61.96975069,875.5046991,22.00989467,51113.375,143634.9014,406591,18,408907,102226.75,203544.3728,407543,70,407643,135881.0,234441.8085,406591,343,0,0,0,12.22771926,9.782175409,0,195,35.8,68.38908295,4677.066667,0,0,0,1,0,0,0,0,39.77777778,42.6,36.25,112,0,0,0,0,0,0,5,213,4,237,0.0,0.0,0,0.0,0.0,0,0
113990,8080,112652,23,33,70312,314,11680,0,3057.043478,2626.238504,128,0,9.515151515,21.29571731,626939.6016,497.1061322,2048.218182,14005.67866,104020,0,112652,5120.545455,22889.14454,107596,11,111374,3480.4375,18347.66058,104020,1,0,0,0,204.16859,292.9375422,0,11680,1239.052632,2232.838683,4985568.586,0,0,0,1,0,0,0,1,1261.178571,3057.043478,9.515151515,472,0,0,0,0,0,0,23,70312,33,1255,0.0,0.0,0,0.0,0.0,0,0
113992,51774,16,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,750000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,62500.0,62500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
113993,51775,41,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
113994,8080,212361,5,4,212,145,194,0,42.4,84.78679142,129,0,36.25,61.96975069,1681.099637,42.38066312,26545.125,74044.75104,209795,71,212361,53090.25,104999.1564,210588,71,210662,70220.66667,120875.1306,209795,207,0,0,0,23.54481284,18.83585027,0,194,35.7,68.13067509,4641.788889,0,0,0,1,0,0,0,0,39.66666667,42.4,36.25,112,0,0,0,0,0,0,5,212,4,237,0.0,0.0,0,0.0,0.0,0,0
113995,8080,82842,26,39,79000,350,10220,0,3038.461538,2505.14091,128,0,8.974358974,19.58448255,957847.4687,784.6261558,1294.40625,8988.311761,72060,1,82842,3313.68,15078.30832,75683,188,81345,2140.657895,11652.67061,72060,1,0,0,0,313.8504623,470.7756935,0,10220,1202.272727,2153.884188,4639217.094,0,0,0,1,0,0,0,1,1220.769231,3038.461538,8.974358974,532,0,0,0,0,0,0,26,79000,39,1326,0.0,0.0,0,0.0,0.0,0,0
113996,8080,213507,5,4,214,145,196,0,42.8,85.68080298,129,0,36.25,61.96975069,1681.4437,42.15318467,26688.375,74715.18663,211598,1,213507,53376.75,105903.9264,212232,31,212223,70741.0,121986.138,211598,1,0,0,0,23.41843593,18.73474874,0,196,35.9,68.6479748,4712.544444,0,0,0,1,0,0,0,0,39.88888889,42.8,36.25,112,0,0,0,0,0,0,5,214,4,237,0.0,0.0,0,0.0,0.0,0,0
113997,8080,90155,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3782.374799,77.64405746,15025.83333,34631.79191,85684,89,90155,30051.66667,49309.39418,86965,156,86265,43132.5,60176.9084,85684,581,0,0,0,44.36803283,33.27602462,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
113998,8080,176194,29,64,146714,500,18980,0,5059.103448,4654.701973,128,0,7.8125,15.28031725,835522.2085,527.8272813,1915.152174,16047.85715,153984,0,176194,6292.642857,31661.45436,167840,2,174921,2776.52381,19381.31733,153984,0,0,0,0,164.5913028,363.2359785,0,18980,1566.106383,3467.765769,12000000.0,0,0,0,1,0,0,0,2,1582.946237,5059.103448,7.8125,592,0,0,0,0,0,0,29,146714,64,1255,0.0,0.0,0,0.0,0.0,0,0
113999,53879,79,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,151898.7342,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,12658.22785,12658.22785,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114000,4277,3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114001,4278,20,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,600000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50000.0,50000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114002,52941,40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114004,53880,62,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,193548.3871,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16129.03226,16129.03226,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114005,8080,63774,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5394.047731,109.7625992,10629.0,25156.53138,61977,58,63774,21258.0,36189.03972,63044,58,62540,31270.0,43426.25586,61977,563,0,0,0,62.72148524,47.04111393,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,237,0.0,0.0,0,0.0,0.0,0,0
114006,2978,21,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,571428.5714,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,47619.04762,47619.04762,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,16393,0.0,0.0,0,0.0,0.0,0,0
114009,8080,70962,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4805.3888,98.64434486,11827.0,27872.38334,68717,59,70962,23654.0,40092.56227,69946,59,69309,34654.5,48171.64947,68717,592,0,0,0,56.36819706,42.2761478,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
114010,51776,47,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,255319.1489,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21276.59574,21276.59574,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114011,8080,62467,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,5442.873837,112.0591672,10411.16667,24467.75445,60352,83,62467,20822.33333,35364.46318,61656,83,60988,30494.0,42225.58855,60352,636,0,0,0,64.03380985,48.02535739,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
114012,8080,61627,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5533.28898,113.5865773,10271.16667,24174.18942,59613,55,61627,20542.33333,34912.50126,60854,55,60220,30110.0,41723.54273,59613,607,0,0,0,64.90661561,48.67996171,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
114014,4279,94,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,127659.5745,21276.59574,94.0,0.0,94,94,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10638.29787,10638.29787,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114015,8080,60216,4,3,208,134,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,5679.553607,116.2481732,10036.0,23456.4577,57912,32,60216,20072.0,33973.396,59298,32,58691,29345.5,40399.13173,57912,779,0,0,0,66.42752757,49.82064568,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,48.85714286,52.0,44.66666667,92,0,0,0,0,0,0,4,208,3,237,0.0,0.0,0,0.0,0.0,0,0
114017,53881,71,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,169014.0845,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14084.50704,14084.50704,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114018,52942,31,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,387096.7742,64516.12903,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32258.06452,32258.06452,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114019,8080,81495,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,4221.11786,85.89484017,13582.5,32320.54765,79554,18,81495,27165.0,46479.76793,80834,18,80304,40152.0,55722.84278,79554,750,0,0,0,49.08276581,36.81207436,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,237,0.0,0.0,0,0.0,0.0,0,0
114021,2979,51,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,235294.1176,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19607.84314,19607.84314,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,16393,0.0,0.0,0,0.0,0.0,0,0
114039,8080,78757,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4329.773861,88.88098836,13126.16667,31056.02482,76515,39,78757,26252.33333,44610.17527,77761,39,77083,38541.5,53702.63871,76515,568,0,0,0,50.7891362,38.09185215,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
114040,51777,47,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,255319.1489,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21276.59574,21276.59574,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114042,8080,75962,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4475.922172,92.15133883,12660.33333,29809.73463,73505,88,75962,25320.66667,43142.56832,75136,88,74319,37159.5,51400.29903,73505,814,0,0,0,52.6579079,39.49343093,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
114043,4280,3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114044,8080,73832,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4618.593564,94.80983855,12305.33333,29174.762,71855,52,73832,24610.66667,42046.77779,73161,52,72465,36232.5,50377.82263,71855,610,0,0,0,54.1770506,40.63278795,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
114047,8080,73177,4,3,208,134,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,4673.599628,95.65847192,12196.16667,28907.74218,71201,31,73177,24392.33333,41625.66048,72456,31,71818,35909.0,49910.42504,71201,617,0,0,0,54.66198396,40.99648797,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,48.85714286,52.0,44.66666667,92,0,0,0,0,0,0,4,208,3,237,0.0,0.0,0,0.0,0.0,0,0
114048,53882,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114058,8080,98171,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,3504.089802,71.30415296,16361.83333,39177.31476,96330,37,98171,32723.66667,56176.41593,97590,48,96879,48439.5,67727.39461,96330,549,0,0,0,40.74523026,30.5589227,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,237,0.0,0.0,0,0.0,0.0,0,0
114063,2980,56,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,214285.7143,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,17857.14286,17857.14286,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,16393,0.0,0.0,0,0.0,0.0,0,0
114066,8080,71634,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4760.30935,97.71896027,11939.0,28347.24928,69800,50,71634,23878.0,40825.25277,71018,50,70392,35196.0,48937.44611,69800,592,0,0,0,55.83940587,41.8795544,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
114067,51778,50,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,240000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20000.0,20000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114068,8080,71053,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4785.160373,98.51800768,11842.16667,27952.26578,68896,109,71053,23684.33333,40341.6058,70266,156,69562,34781.0,48245.89568,68896,666,0,0,0,56.29600439,42.22200329,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
114069,8080,5,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,2400000.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,200000.0,200000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,237,0.0,0.0,0,0.0,0.0,0,0
114070,8080,69352,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4916.945438,100.9343638,11558.66667,27377.50242,67440,53,69352,23117.33333,39414.60473,68628,53,68058,34029.0,47250.28933,67440,618,0,0,0,57.67677933,43.2575845,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
114071,8080,68495,4,3,208,134,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,4993.065187,102.1972407,11415.83333,26964.25638,66453,33,68495,22831.66667,38906.20744,67755,33,67071,33535.5,46552.37494,66453,618,0,0,0,58.39842324,43.79881743,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,48.85714286,52.0,44.66666667,92,0,0,0,0,0,0,4,208,3,237,0.0,0.0,0,0.0,0.0,0,0
114076,52944,3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114084,53884,40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114099,8080,122141,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,2816.417092,57.31081291,20356.83333,49008.685,120394,18,122141,40713.66667,69985.26842,121525,18,120950,60475.0,84738.26244,120394,556,0,0,0,32.74903595,24.56177696,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,237,0.0,0.0,0,0.0,0.0,0,0
114100,2981,53,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,226415.0943,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,18867.92453,18867.92453,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,16393,0.0,0.0,0,0.0,0.0,0,0
114102,8080,58445,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5834.545299,119.7707246,9740.833333,22871.18073,56423,58,58445,19481.66667,33106.43186,57708,58,57149,28574.5,39383.72639,56423,726,0,0,0,68.44041406,51.33031055,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
114103,8080,71431,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4759.838166,97.99666811,11905.16667,28101.53615,69263,75,71431,23810.33333,40570.19219,70656,157,69859,34929.5,48554.90134,69263,596,0,0,0,55.99809606,41.99857205,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
114104,4282,61,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,196721.3115,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16393.44262,16393.44262,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114105,51779,47,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,255319.1489,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21276.59574,21276.59574,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
114106,8080,64557,4,3,208,134,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,5297.643943,108.4313088,10759.5,25516.79386,62843,36,64557,21519.0,36786.11093,63995,36,63421,31710.5,44028.00373,62843,578,0,0,0,61.96074787,46.4705609,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,48.85714286,52.0,44.66666667,92,0,0,0,0,0,0,4,208,3,237,0.0,0.0,0,0.0,0.0,0,0
